Organism,Seq,Positions,,,,,
Pseudo,1753,78-135,316-380,404-499,504-555,,
Pseudo,1754,,,,,,
Pseudo,1755,396-464,,,,,
Pseudo,1756,401-531,,,,,
Pseudo,1757,453-550,,,,,
Pseudo,1758,270-409,,,,,
Pseudo,1759,524-564,,,,,
Pseudo,1760,356-443,,,,,
Pseudo,1761,347-437,,,,,
Pseudo,1762,350-429,,,,,
Pseudo,1763,0-98,111-155,161-252,439-508,,
Pseudo,1764,36-73,460-613,,,,
Pseudo,1765,374-512,,,,,
Pseudo,1766,346-463,467-529,,,,
Pseudo,1767,347-404,529-607,,,,
Pseudo,1768,337-497,522-580,,,,
Pseudo,1769,76-152,406-463,,,,
Pseudo,1770,410-504,,,,,
Pseudo,1771,310-497,564-607,,,,
Pseudo,1772,399-459,,,,,
Pseudo,1773,321-369,431-492,500-613,,,
Pseudo,1774,467-524,,,,,
Pseudo,1775,333-407,431-503,,,,
Pseudo,1776,285-332,399-550,,,,
Pseudo,1777,309-362,405-502,,,,
Pseudo,1778,260-357,,,,,
Pseudo,1779,404-510,556-613,,,,
Pseudo,1780,200-256,350-479,,,,
Pseudo,1781,,,,,,
Pseudo,1782,419-477,,,,,
Pseudo,1783,52-111,418-530,,,,
Pseudo,1784,,,,,,
Pseudo,1785,0-40,70-163,238-288,334-398,,
Pseudo,1786,403-469,493-613,,,,
Pseudo,1787,0-119,249-286,470-508,,,
Pseudo,1788,391-477,,,,,
Pseudo,1789,460-532,,,,,
Pseudo,1790,340-501,552-613,,,,
Pseudo,1791,390-473,,,,,
Pseudo,1792,372-546,,,,,
Pseudo,1793,455-533,,,,,
Pseudo,1794,288-348,352-453,460-506,,,
Pseudo,1795,215-367,,,,,
Pseudo,1796,419-479,,,,,
Pseudo,1797,295-344,,,,,
Pseudo,1798,89-230,244-321,428-488,,,
Pseudo,1799,288-371,396-448,479-567,,,
Pseudo,1800,433-498,568-613,,,,
Pseudo,1801,262-317,362-456,513-613,,,
Pseudo,1802,404-560,,,,,
Pseudo,1803,14-106,,,,,
Pseudo,1804,371-427,466-613,,,,
Pseudo,1805,218-325,419-613,,,,
Pseudo,1806,450-515,,,,,
Pseudo,1807,19-85,125-168,185-308,449-491,,
Pseudo,1808,576-613,,,,,
Pseudo,1809,,,,,,
Pseudo,1810,392-450,506-576,,,,
Pseudo,1811,320-401,445-501,569-613,,,
Pseudo,1812,411-536,,,,,
Pseudo,1813,,,,,,
Pseudo,1814,403-548,,,,,
Pseudo,1815,319-444,,,,,
Pseudo,1816,428-489,,,,,
Pseudo,1817,203-258,408-501,,,,
Pseudo,1818,363-486,,,,,
Pseudo,1819,420-528,,,,,
Pseudo,1820,464-528,,,,,
Pseudo,1821,,,,,,
Pseudo,1822,33-111,478-517,,,,
Pseudo,1823,106-168,408-482,,,,
Pseudo,1824,510-612,,,,,
Pseudo,1825,458-500,,,,,
Pseudo,1826,381-456,,,,,
Pseudo,1827,335-446,472-576,,,,
Pseudo,1828,455-505,,,,,
Pseudo,1829,302-521,,,,,
Pseudo,1830,298-387,436-553,,,,
Pseudo,1831,,,,,,
Pseudo,1832,411-462,471-583,,,,
Pseudo,1833,553-613,,,,,
Pseudo,1834,491-573,,,,,
Pseudo,1835,348-419,495-567,,,,
Pseudo,1836,355-414,418-480,,,,
Pseudo,1837,,,,,,
Pseudo,1838,180-247,,,,,
Pseudo,1839,,,,,,
Pseudo,1840,0-93,,,,,
Pseudo,1841,310-367,397-467,,,,
Pseudo,1842,356-436,,,,,
Pseudo,1843,456-493,541-598,,,,
Pseudo,1844,408-480,,,,,
Pseudo,1845,427-567,,,,,
Pseudo,1846,480-547,,,,,
Pseudo,1847,448-546,,,,,
Pseudo,1848,479-526,,,,,
Pseudo,1849,410-514,,,,,
Pseudo,1850,410-480,,,,,
Pseudo,1851,483-582,,,,,
Pseudo,1852,429-483,,,,,
Pseudo,1853,,,,,,
Pseudo,1854,402-445,457-552,,,,
Pseudo,1855,457-559,,,,,
Pseudo,1856,186-257,322-457,,,,
Pseudo,1857,394-485,,,,,
Pseudo,1858,389-450,456-578,,,,
Pseudo,1859,365-446,527-583,,,,
Pseudo,1860,263-405,422-483,,,,
Pseudo,1861,306-382,,,,,
Pseudo,1862,391-495,,,,,
Pseudo,1863,50-92,414-465,,,,
Pseudo,1864,,,,,,
Pseudo,1865,306-396,,,,,
Pseudo,1866,388-481,,,,,
Pseudo,1867,412-451,462-578,,,,
Pseudo,1868,,,,,,
Pseudo,1869,74-181,249-352,,,,
Pseudo,1870,179-222,329-394,,,,
Pseudo,1871,128-205,366-433,,,,
Pseudo,1872,266-323,430-490,,,,
Pseudo,1873,386-613,,,,,
Pseudo,1874,161-253,303-374,398-498,,,
Pseudo,1875,0-40,435-555,,,,
Pseudo,1876,384-475,,,,,
Pseudo,1877,488-529,561-613,,,,
Pseudo,1878,346-411,,,,,
Pseudo,1879,238-284,467-529,,,,
Pseudo,1880,58-121,421-477,,,,
Pseudo,1881,370-443,,,,,
Pseudo,1882,296-340,,,,,
Pseudo,1883,239-303,423-516,,,,
Pseudo,1884,440-525,,,,,
Pseudo,1885,446-529,,,,,
Pseudo,1886,372-499,,,,,
Pseudo,1887,329-368,395-463,,,,
Pseudo,1888,408-469,531-577,,,,
Pseudo,1889,375-431,,,,,
Pseudo,1890,288-444,,,,,
Pseudo,1891,158-195,,,,,
Pseudo,1892,301-397,,,,,
Pseudo,1893,521-613,,,,,
Pseudo,1894,60-119,275-347,363-461,,,
Pseudo,1895,0-53,355-513,,,,
Pseudo,1896,529-586,,,,,
Pseudo,1897,421-477,,,,,
Pseudo,1898,304-382,408-485,,,,
Pseudo,1899,285-352,499-613,,,,
Pseudo,1900,259-404,440-477,,,,
Pseudo,1901,317-416,,,,,
Pseudo,1902,401-505,,,,,
Pseudo,1903,349-390,443-540,,,,
Pseudo,1904,62-101,320-417,,,,
Pseudo,1905,395-457,572-613,,,,
Pseudo,1906,292-330,477-538,,,,
Pseudo,1907,165-212,385-444,,,,
Pseudo,1908,401-455,459-533,,,,
Pseudo,1909,241-386,404-443,,,,
Pseudo,1910,433-471,,,,,
Pseudo,1911,74-155,245-314,403-542,,,
Pseudo,1912,276-442,471-532,,,,
Pseudo,1913,500-583,,,,,
Pseudo,1914,46-139,432-492,,,,
Pseudo,1915,387-557,,,,,
Pseudo,1916,334-396,538-613,,,,
Pseudo,1917,,,,,,
Pseudo,1918,233-369,420-482,,,,
Pseudo,1919,355-436,,,,,
Pseudo,1920,402-463,,,,,
Pseudo,1921,374-485,,,,,
Pseudo,1922,292-343,415-458,,,,
Pseudo,1923,211-259,,,,,
Pseudo,1924,223-262,375-487,,,,
Pseudo,1925,417-508,,,,,
Pseudo,1926,342-430,,,,,
Pseudo,1927,417-487,,,,,
Pseudo,1928,352-430,,,,,
Pseudo,1929,110-182,226-305,417-530,,,
Pseudo,1930,0-76,488-577,,,,
Pseudo,1931,303-387,410-534,,,,
Pseudo,1932,326-449,,,,,
Pseudo,1933,41-83,416-466,471-516,529-613,,
Pseudo,1934,475-524,577-613,,,,
Pseudo,1935,455-493,498-552,,,,
Pseudo,1936,183-249,,,,,
Pseudo,1937,399-478,,,,,
Pseudo,1938,256-296,423-483,,,,
Pseudo,1939,,,,,,
Pseudo,1940,,,,,,
Pseudo,1941,352-540,,,,,
Pseudo,1942,351-433,,,,,
Pseudo,1943,370-504,,,,,
Pseudo,1944,,,,,,
Pseudo,1945,151-193,199-422,,,,
Pseudo,1946,144-182,307-439,504-540,,,
Pseudo,1947,157-204,542-613,,,,
Salmonella,1,92-128,,,,,
Salmonella,2,229-339,433-473,,,,
Salmonella,3,0-36,271-537,,,,
Salmonella,4,378-550,,,,,
Salmonella,5,0-145,210-282,303-367,444-515,,
Salmonella,6,450-486,497-544,,,,
Salmonella,7,56-141,411-455,492-570,577-613,,
Salmonella,8,430-472,,,,,
Salmonella,9,135-411,,,,,
Salmonella,10,197-301,339-447,,,,
Salmonella,11,11-56,135-304,465-559,,,
Salmonella,12,229-298,402-501,,,,
Salmonella,13,317-454,472-536,,,,
Salmonella,14,403-560,,,,,
Salmonella,15,23-256,324-407,466-523,,,
Salmonella,16,280-341,348-573,,,,
Salmonella,17,161-233,394-498,,,,
Salmonella,18,435-480,,,,,
Salmonella,19,115-181,186-292,,,,
Salmonella,20,,,,,,
Salmonella,21,329-496,,,,,
Salmonella,22,174-268,,,,,
Salmonella,23,378-464,,,,,
Salmonella,24,21-62,348-509,576-613,,,
Salmonella,25,347-408,436-554,,,,
Salmonella,26,381-603,,,,,
Salmonella,27,359-536,,,,,
Salmonella,28,57-125,267-374,392-463,,,
Salmonella,29,262-414,,,,,
Salmonella,30,387-469,,,,,
Salmonella,31,341-445,,,,,
Salmonella,32,231-312,337-472,,,,
Salmonella,33,301-405,462-525,,,,
Salmonella,34,,,,,,
Salmonella,35,87-195,200-416,,,,
Salmonella,36,203-269,357-425,429-505,,,
Salmonella,37,33-116,,,,,
Salmonella,38,440-494,,,,,
Salmonella,39,402-492,,,,,
Salmonella,40,,,,,,
Salmonella,41,271-373,393-452,,,,
Salmonella,42,32-89,124-232,,,,
Salmonella,43,60-113,222-304,402-446,569-613,,
Salmonella,44,125-249,344-395,565-613,,,
Salmonella,45,298-351,454-498,,,,
Salmonella,46,411-462,,,,,
Salmonella,47,0-49,365-404,420-470,,,
Salmonella,48,0-90,232-392,434-495,,,
Salmonella,49,,,,,,
Salmonella,50,252-304,559-603,,,,
Salmonella,51,326-398,546-613,,,,
Salmonella,52,517-553,,,,,
Salmonella,53,,,,,,
Salmonella,54,568-613,,,,,
Salmonella,55,0-116,,,,,
Salmonella,56,249-373,423-462,,,,
Salmonella,57,0-89,183-240,387-480,,,
Salmonella,58,197-240,364-613,,,,
Salmonella,59,183-249,339-396,434-489,,,
Salmonella,60,271-320,,,,,
Salmonella,61,371-486,,,,,
Salmonella,62,544-613,,,,,
Salmonella,63,469-505,539-582,,,,
Salmonella,64,246-299,396-459,485-613,,,
Salmonella,65,0-54,82-141,,,,
Salmonella,66,94-159,225-274,,,,
Salmonella,67,451-494,,,,,
Salmonella,68,425-527,,,,,
Salmonella,69,290-333,408-582,,,,
Salmonella,70,61-98,355-406,411-485,,,
Salmonella,71,435-483,489-525,,,,
Salmonella,72,249-356,371-408,,,,
Salmonella,73,268-395,398-443,,,,
Salmonella,74,158-282,322-545,,,,
Salmonella,75,355-531,,,,,
Salmonella,76,27-64,391-521,,,,
Salmonella,77,170-271,294-466,516-613,,,
Salmonella,78,138-174,178-218,,,,
Salmonella,79,213-289,343-441,,,,
Salmonella,80,559-613,,,,,
Salmonella,81,331-407,419-488,,,,
Salmonella,82,160-231,240-306,,,,
Salmonella,83,323-390,466-613,,,,
Salmonella,84,370-435,,,,,
Salmonella,85,234-372,544-603,,,,
Salmonella,86,311-482,,,,,
Salmonella,87,241-298,365-456,,,,
Salmonella,88,96-162,,,,,
Salmonella,89,,,,,,
Salmonella,90,93-158,283-375,385-428,,,
Salmonella,91,374-470,,,,,
Salmonella,92,0-40,340-385,,,,
Salmonella,93,337-378,388-438,448-492,,,
Salmonella,94,85-168,479-527,,,,
Salmonella,95,322-384,408-493,513-550,,,
Salmonella,96,216-253,386-484,,,,
Salmonella,97,68-176,406-460,,,,
Salmonella,98,294-456,499-587,,,,
Salmonella,99,54-91,172-211,358-449,,,
Salmonella,100,303-450,468-504,,,,
Salmonella,101,411-612,,,,,
Salmonella,102,439-480,,,,,
Salmonella,103,222-314,430-521,,,,
Salmonella,104,181-287,564-613,,,,
Salmonella,105,161-286,,,,,
Salmonella,106,145-185,,,,,
Salmonella,107,35-181,383-555,,,,
Salmonella,108,,,,,,
Salmonella,109,334-409,,,,,
Salmonella,110,497-613,,,,,
Salmonella,111,197-314,369-478,,,,
Salmonella,112,312-539,,,,,
Salmonella,113,355-445,494-540,,,,
Salmonella,114,131-189,273-320,373-420,,,
Salmonella,115,0-64,,,,,
Salmonella,116,234-320,407-491,,,,
Salmonella,117,272-317,393-477,506-566,,,
Salmonella,118,271-365,373-485,,,,
Salmonella,119,276-331,,,,,
Salmonella,120,324-370,,,,,
Salmonella,121,176-302,321-522,,,,
Salmonella,122,339-503,507-613,,,,
Salmonella,123,197-477,,,,,
Salmonella,124,55-103,228-435,,,,
Salmonella,125,11-88,390-475,,,,
Salmonella,126,0-86,171-325,,,,
Salmonella,127,148-419,,,,,
Salmonella,128,397-450,,,,,
Salmonella,129,542-613,,,,,
Salmonella,130,311-402,407-501,,,,
Salmonella,131,41-84,414-508,512-553,,,
Salmonella,132,334-394,552-613,,,,
Salmonella,133,226-465,,,,,
Salmonella,134,350-450,,,,,
Salmonella,135,151-268,300-424,,,,
Salmonella,136,219-257,269-305,390-492,516-575,,
Salmonella,137,254-466,495-560,,,,
Salmonella,138,269-314,386-429,,,,
Salmonella,139,391-527,,,,,
Salmonella,140,225-319,328-480,,,,
Salmonella,141,189-337,,,,,
Salmonella,142,186-268,295-522,,,,
Salmonella,143,303-562,,,,,
Salmonella,144,92-148,329-395,454-493,567-611,,
Salmonella,145,466-538,,,,,
Salmonella,146,395-485,,,,,
Salmonella,147,39-107,152-194,266-311,,,
Salmonella,148,371-513,,,,,
Salmonella,149,187-505,,,,,
Salmonella,150,135-237,244-294,342-459,514-559,569-613,
Salmonella,151,386-503,557-613,,,,
Salmonella,152,379-569,,,,,
Salmonella,153,83-148,408-591,,,,
Salmonella,154,309-397,432-551,,,,
Salmonella,155,401-485,494-590,,,,
Salmonella,156,383-513,517-565,,,,
Salmonella,157,173-215,285-442,474-529,,,
Salmonella,158,286-338,358-464,,,,
Salmonella,159,227-335,414-613,,,,
Salmonella,160,0-36,377-418,,,,
Salmonella,161,401-465,547-598,,,,
Salmonella,162,206-307,351-444,538-613,,,
Salmonella,163,0-221,340-485,,,,
Salmonella,164,208-466,,,,,
Salmonella,165,272-312,370-461,,,,
Salmonella,166,0-82,260-446,,,,
Salmonella,167,79-140,301-393,,,,
Salmonella,168,77-116,392-468,,,,
Salmonella,169,308-528,,,,,
Salmonella,170,255-318,386-523,,,,
Salmonella,171,469-538,,,,,
Salmonella,172,355-536,,,,,
Salmonella,173,87-143,165-250,320-403,,,
Salmonella,174,306-460,,,,,
Salmonella,175,365-444,564-613,,,,
Salmonella,176,185-371,,,,,
Salmonella,177,337-509,,,,,
Salmonella,178,227-390,,,,,
Salmonella,179,167-469,530-613,,,,
Salmonella,180,316-442,,,,,
Salmonella,181,263-357,363-416,,,,
Salmonella,182,310-404,,,,,
Salmonella,183,424-482,,,,,
Salmonella,184,325-392,402-439,,,,
Salmonella,185,323-363,408-476,526-591,,,
Salmonella,186,165-442,481-602,,,,
Salmonella,187,347-426,,,,,
Salmonella,188,396-485,,,,,
Salmonella,189,292-414,419-480,,,,
Salmonella,190,,,,,,
Salmonella,191,,,,,,
Salmonella,192,136-323,338-397,477-531,,,
Salmonella,193,264-438,,,,,
Salmonella,194,116-161,225-486,,,,
Salmonella,195,39-95,272-320,397-435,,,
Salmonella,196,74-117,199-237,430-477,518-610,,
Salmonella,197,33-118,169-275,385-450,562-613,,
Salmonella,198,349-547,,,,,
Salmonella,199,91-132,190-255,260-399,405-582,,
Salmonella,200,550-588,,,,,
Salmonella,201,0-49,201-289,318-422,,,
Salmonella,202,193-476,,,,,
Salmonella,203,469-513,,,,,
Salmonella,204,45-81,287-394,399-553,,,
Salmonella,205,0-98,195-262,422-465,,,
Salmonella,206,377-484,,,,,
Salmonella,207,236-465,,,,,
Salmonella,208,,,,,,
Salmonella,209,43-118,162-342,368-531,,,
Salmonella,210,201-264,461-563,,,,
Salmonella,211,204-452,,,,,
Salmonella,212,215-378,409-496,,,,
Salmonella,213,374-613,,,,,
Salmonella,214,80-151,321-395,541-613,,,
Salmonella,215,235-296,405-467,536-581,,,
Salmonella,216,,,,,,
Salmonella,217,291-349,423-470,538-613,,,
Salmonella,218,273-429,494-540,,,,
Salmonella,219,508-585,,,,,
Salmonella,220,8-151,220-383,544-613,,,
Salmonella,221,490-613,,,,,
Salmonella,222,45-113,412-467,,,,
Salmonella,223,376-412,421-467,,,,
Salmonella,224,251-379,384-491,,,,
Salmonella,225,124-297,340-481,,,,
Salmonella,226,250-311,397-492,,,,
Salmonella,227,80-195,313-354,362-434,440-484,,
Salmonella,228,171-233,315-390,396-444,,,
Salmonella,229,357-458,,,,,
Salmonella,230,333-544,,,,,
Salmonella,231,391-448,,,,,
Salmonella,232,150-282,,,,,
Salmonella,233,0-50,231-501,,,,
Salmonella,234,506-613,,,,,
Salmonella,235,378-439,487-575,,,,
Salmonella,236,364-433,457-536,,,,
Salmonella,237,142-249,,,,,
Salmonella,238,2-60,149-307,328-386,458-526,,
Salmonella,239,358-477,,,,,
Salmonella,240,273-457,490-562,,,,
Salmonella,241,55-96,371-427,,,,
Salmonella,242,405-460,,,,,
Salmonella,243,395-486,,,,,
Salmonella,244,248-296,318-403,411-504,,,
Salmonella,245,19-189,213-295,349-511,,,
Salmonella,246,,,,,,
Salmonella,247,277-375,416-613,,,,
Salmonella,248,200-239,510-567,,,,
Salmonella,249,76-196,248-440,467-613,,,
Salmonella,250,0-221,,,,,
Salmonella,251,275-472,,,,,
Salmonella,252,230-299,313-488,,,,
Salmonella,253,122-236,242-315,,,,
Salmonella,254,12-84,102-288,,,,
Salmonella,255,279-403,506-556,,,,
Salmonella,256,286-337,401-464,,,,
Salmonella,257,298-443,,,,,
Salmonella,258,113-556,,,,,
Salmonella,259,145-218,365-441,,,,
Salmonella,260,280-357,403-563,576-613,,,
Salmonella,261,18-57,418-482,,,,
Salmonella,262,308-367,397-448,457-501,,,
Salmonella,263,400-485,,,,,
Salmonella,264,77-271,406-467,,,,
Salmonella,265,,,,,,
Salmonella,266,267-554,,,,,
Salmonella,267,240-467,,,,,
Salmonella,268,325-484,,,,,
Salmonella,269,243-291,304-443,,,,
Salmonella,270,206-447,,,,,
Salmonella,271,379-496,,,,,
Salmonella,272,326-399,407-502,,,,
Salmonella,273,549-605,,,,,
Salmonella,274,277-602,,,,,
Salmonella,275,290-402,,,,,
Salmonella,276,218-573,,,,,
Salmonella,277,20-62,280-515,,,,
Salmonella,278,258-390,,,,,
Salmonella,279,29-93,374-432,,,,
Salmonella,280,19-94,376-518,,,,
Salmonella,281,389-481,533-574,,,,
Salmonella,282,378-453,,,,,
Salmonella,283,107-143,226-409,441-559,566-613,,
Salmonella,284,64-126,168-248,316-487,,,
Salmonella,285,244-290,,,,,
Salmonella,286,96-148,257-373,504-555,,,
Salmonella,287,349-452,509-569,,,,
Salmonella,288,264-390,,,,,
Salmonella,289,228-540,,,,,
Salmonella,290,357-593,,,,,
Salmonella,291,408-552,,,,,
Salmonella,292,158-294,304-432,,,,
Salmonella,293,240-308,415-496,558-613,,,
Salmonella,294,423-486,,,,,
Salmonella,295,318-442,467-505,,,,
Salmonella,296,283-450,501-562,,,,
Salmonella,297,182-440,,,,,
Salmonella,298,124-446,,,,,
Salmonella,299,174-215,318-466,,,,
Salmonella,300,296-468,,,,,
Salmonella,301,475-613,,,,,
Salmonella,302,0-90,98-181,342-437,489-573,,
Salmonella,303,210-361,,,,,
Salmonella,304,309-447,,,,,
Salmonella,305,361-446,472-544,,,,
Salmonella,306,7-69,177-285,415-473,,,
Salmonella,307,16-53,399-613,,,,
Salmonella,308,388-542,,,,,
Salmonella,309,0-49,65-315,320-385,391-435,,
Salmonella,310,138-181,234-371,,,,
Salmonella,311,306-459,,,,,
Salmonella,312,,,,,,
Salmonella,313,28-159,244-355,363-425,430-518,,
Salmonella,314,403-440,446-613,,,,
Salmonella,315,279-470,,,,,
Salmonella,316,0-51,,,,,
Salmonella,317,499-561,,,,,
Salmonella,318,234-458,,,,,
Salmonella,319,319-367,,,,,
Salmonella,320,434-556,,,,,
Salmonella,321,485-532,,,,,
Salmonella,322,316-447,,,,,
Salmonella,323,124-270,340-442,,,,
Salmonella,324,0-37,348-430,535-613,,,
Salmonella,325,349-414,553-613,,,,
Salmonella,326,196-291,295-358,391-427,450-487,,
Salmonella,327,336-378,385-425,,,,
Salmonella,328,178-296,,,,,
Salmonella,329,,,,,,
Salmonella,330,27-72,191-269,385-439,,,
Salmonella,331,67-162,,,,,
Salmonella,332,134-378,,,,,
Salmonella,333,478-546,,,,,
Salmonella,334,265-347,,,,,
Salmonella,335,7-50,317-366,513-572,,,
Salmonella,336,0-178,503-599,,,,
Salmonella,337,456-611,,,,,
Salmonella,338,285-506,,,,,
Salmonella,339,228-264,353-553,,,,
Salmonella,340,30-480,,,,,
Salmonella,341,0-84,157-194,377-462,,,
Salmonella,342,457-555,,,,,
Salmonella,343,57-100,,,,,
Salmonella,344,330-401,,,,,
Salmonella,345,356-485,,,,,
Salmonella,346,42-127,163-234,260-332,384-467,,
Salmonella,347,390-486,,,,,
Salmonella,348,225-336,412-524,,,,
Salmonella,349,370-613,,,,,
Salmonella,350,433-488,,,,,
Salmonella,351,207-264,338-474,,,,
Salmonella,352,293-353,359-558,,,,
Salmonella,353,348-410,414-552,554-605,,,
Salmonella,354,414-460,,,,,
Salmonella,355,382-422,479-542,,,,
Salmonella,356,362-514,,,,,
Salmonella,357,22-61,161-285,287-324,330-430,,
Salmonella,358,386-443,453-501,,,,
Salmonella,359,,,,,,
Salmonella,360,119-176,244-485,,,,
Salmonella,361,133-195,240-277,534-613,,,
Salmonella,362,28-250,,,,,
Salmonella,363,280-323,422-480,,,,
Salmonella,364,223-523,,,,,
Salmonella,365,338-503,,,,,
Salmonella,366,376-452,,,,,
Salmonella,367,149-223,241-314,460-497,,,
Salmonella,368,376-608,,,,,
Salmonella,369,60-218,265-496,,,,
Salmonella,370,308-363,408-531,,,,
Salmonella,371,296-421,,,,,
Salmonella,372,324-398,463-575,,,,
Salmonella,373,402-479,,,,,
Salmonella,374,147-189,394-527,,,,
Salmonella,375,247-472,,,,,
Salmonella,376,180-266,,,,,
Salmonella,377,45-101,347-424,,,,
Salmonella,378,343-488,,,,,
Salmonella,379,,,,,,
Salmonella,380,128-180,250-377,,,,
Salmonella,381,211-277,362-423,497-549,,,
Salmonella,382,0-237,,,,,
Salmonella,383,115-185,373-553,,,,
Salmonella,384,332-469,,,,,
Salmonella,385,398-482,,,,,
Salmonella,386,204-588,,,,,
Salmonella,387,351-569,,,,,
Salmonella,388,219-301,322-380,,,,
Salmonella,389,9-94,459-515,,,,
Salmonella,390,340-437,,,,,
Salmonella,391,304-613,,,,,
Salmonella,392,215-276,343-501,,,,
Salmonella,393,339-576,,,,,
Salmonella,394,576-613,,,,,
Salmonella,395,413-471,479-586,,,,
Salmonella,396,201-396,,,,,
Salmonella,397,300-515,,,,,
Salmonella,398,268-458,,,,,
Salmonella,399,0-72,205-288,354-438,,,
Salmonella,400,229-280,390-558,,,,
Salmonella,401,333-417,549-613,,,,
Salmonella,402,44-87,360-470,,,,
Salmonella,403,227-307,365-494,,,,
Salmonella,404,381-515,563-613,,,,
Salmonella,405,14-158,488-542,,,,
Salmonella,406,485-540,,,,,
Salmonella,407,361-517,572-613,,,,
Salmonella,408,35-86,357-447,,,,
Salmonella,409,287-327,338-430,,,,
Salmonella,410,346-470,,,,,
Salmonella,411,47-100,220-310,315-477,,,
Salmonella,412,324-360,379-523,,,,
Salmonella,413,166-267,326-429,,,,
Salmonella,414,0-110,389-454,,,,
Salmonella,415,336-424,,,,,
Salmonella,416,160-422,,,,,
Salmonella,417,231-294,343-450,,,,
Salmonella,418,303-460,,,,,
Salmonella,419,337-412,,,,,
Salmonella,420,279-336,356-594,,,,
Salmonella,421,334-439,,,,,
Salmonella,422,0-73,,,,,
Salmonella,423,308-484,,,,,
Salmonella,424,209-245,369-479,,,,
Salmonella,425,297-518,,,,,
Salmonella,426,166-258,278-346,401-452,532-576,,
Salmonella,427,393-613,,,,,
Salmonella,428,110-199,246-319,449-555,,,
Salmonella,429,73-164,218-276,,,,
Salmonella,430,141-177,327-436,,,,
Salmonella,431,0-82,112-212,,,,
Salmonella,432,43-288,339-498,,,,
Salmonella,433,228-287,327-373,471-507,563-613,,
Salmonella,434,357-486,,,,,
Salmonella,435,339-452,,,,,
Salmonella,436,93-179,246-470,,,,
Salmonella,437,287-362,374-516,,,,
Salmonella,438,279-322,400-490,,,,
Salmonella,439,351-447,,,,,
Salmonella,440,197-310,397-440,550-613,,,
Salmonella,441,0-62,399-453,,,,
Salmonella,442,52-112,383-550,,,,
Salmonella,443,18-73,480-558,,,,
Salmonella,444,76-141,466-528,,,,
Salmonella,445,179-234,284-434,519-558,,,
Salmonella,446,71-187,,,,,
Salmonella,447,206-478,,,,,
Salmonella,448,136-278,394-583,,,,
Salmonella,449,392-524,,,,,
Salmonella,450,375-525,,,,,
Salmonella,451,77-153,203-275,290-363,367-448,,
Salmonella,452,318-412,,,,,
Salmonella,453,13-54,266-468,,,,
Salmonella,454,0-143,171-333,346-495,,,
Salmonella,455,421-481,,,,,
Salmonella,456,5-193,295-395,487-549,,,
Salmonella,457,128-192,388-428,,,,
Salmonella,458,75-132,501-613,,,,
Salmonella,459,430-531,,,,,
Salmonella,460,430-531,,,,,
Salmonella,461,256-318,360-412,420-497,,,
Salmonella,462,0-48,419-500,,,,
Salmonella,463,260-429,,,,,
Salmonella,464,279-315,464-532,,,,
Salmonella,465,375-526,,,,,
Salmonella,466,0-83,129-169,399-439,492-542,,
Salmonella,467,302-366,398-613,,,,
Salmonella,468,438-497,558-613,,,,
Salmonella,469,113-171,257-332,401-515,,,
Salmonella,470,,,,,,
Salmonella,471,0-150,154-275,389-463,,,
Salmonella,472,160-238,301-450,,,,
Salmonella,473,336-489,,,,,
Salmonella,474,0-44,324-497,,,,
Salmonella,475,96-153,331-385,406-502,,,
Salmonella,476,410-571,,,,,
Salmonella,477,134-199,,,,,
Salmonella,478,6-62,416-488,,,,
Salmonella,479,1-202,482-613,,,,
Salmonella,480,274-357,483-613,,,,
Salmonella,481,,,,,,
Salmonella,482,241-350,454-576,,,,
Salmonella,483,504-595,,,,,
Salmonella,484,78-252,311-437,574-613,,,
Salmonella,485,405-483,,,,,
Salmonella,486,,,,,,
Salmonella,487,513-613,,,,,
Salmonella,488,367-519,,,,,
Salmonella,489,36-86,200-261,387-432,,,
Salmonella,490,5-118,159-243,268-315,345-542,561-613,
Salmonella,491,412-568,,,,,
Salmonella,492,63-103,196-238,245-282,372-551,,
Salmonella,493,195-243,339-428,443-503,,,
Salmonella,494,136-201,,,,,
Salmonella,495,292-450,469-526,,,,
Salmonella,496,59-137,,,,,
Salmonella,497,141-199,,,,,
Salmonella,498,333-458,,,,,
Salmonella,499,69-106,362-488,,,,
Salmonella,500,296-336,476-613,,,,
Salmonella,501,247-457,,,,,
Salmonella,502,362-468,518-593,,,,
Salmonella,503,287-382,,,,,
Salmonella,504,14-84,423-556,,,,
Salmonella,505,240-290,455-516,,,,
Salmonella,506,349-430,499-550,,,,
Salmonella,507,109-186,427-495,565-613,,,
Salmonella,508,356-564,,,,,
Salmonella,509,308-365,,,,,
Salmonella,510,345-485,,,,,
Salmonella,511,335-525,549-613,,,,
Salmonella,512,323-376,431-563,,,,
Salmonella,513,393-514,,,,,
Salmonella,514,322-450,,,,,
Salmonella,515,406-454,551-613,,,,
Salmonella,516,137-474,,,,,
Salmonella,517,148-276,320-495,,,,
Salmonella,518,240-480,,,,,
Salmonella,519,44-113,,,,,
Salmonella,520,220-347,372-543,,,,
Salmonella,521,20-59,286-507,,,,
Salmonella,522,68-411,,,,,
Salmonella,523,311-489,,,,,
Salmonella,524,52-92,367-613,,,,
Salmonella,525,271-533,,,,,
Salmonella,526,30-128,150-186,225-292,449-510,,
Salmonella,527,335-483,565-613,,,,
Salmonella,528,371-475,,,,,
Salmonella,529,0-45,501-583,,,,
Salmonella,530,322-483,,,,,
